"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation"
"TEKT1","Mock","ZIKV",0.697294,0.176746,-1.98009,0.0102,"yes",0.0378010858835143,"Down_in_ZIKV"
"MYLK-AS1","Mock","ZIKV",3.48962,1.03697,-1.7507,0.0106,"yes",0.0390841381568178,"Down_in_ZIKV"
"CBX3P2","Mock","ZIKV",0.841553,0.370091,-1.18517,0.01095,"yes",0.0402035452322738,"Down_in_ZIKV"
"TPI1P2","Mock","ZIKV",0.652426,0.304625,-1.09878,0.01135,"yes",0.0414290633608815,"Down_in_ZIKV"
"BRWD1-IT2","Mock","ZIKV",0.86736,0.237567,-1.8683,0.01165,"yes",0.0423388593094547,"Down_in_ZIKV"
"FLVCR1-AS1","Mock","ZIKV",1.65751,0.746835,-1.15015,0.01235,"yes",0.0445664450496636,"Down_in_ZIKV"
"C1orf189","Mock","ZIKV",1.23248,0.272864,-2.17531,0.01255,"yes",0.0452084999200384,"Down_in_ZIKV"
"MSH5","Mock","ZIKV",5.71745,2.51121,-1.18699,0.0128,"yes",0.0460575079872204,"Down_in_ZIKV"
"C19orf18","Mock","ZIKV",1.12701,0.377961,-1.57619,0.01305,"yes",0.0468448207171315,"Down_in_ZIKV"
"GLTPD2","Mock","ZIKV",1.16395,0.562922,-1.04802,0.01325,"yes",0.047441781910666,"Down_in_ZIKV"
"SAPCD1","Mock","ZIKV",8.76946,2.14182,-2.03365,0.01385,"yes",0.0493547302641987,"Down_in_ZIKV"
"C2orf62","Mock","ZIKV",0.664905,0.243057,-1.45185,0.01395,"yes",0.0496560919721871,"Down_in_ZIKV"
