feature,scores,log2FoldChange,pvalue,padj,symbol
ENSG00000229533,0.0,0.0,1.0,1.0,ENSG00000229533
ENSG00000271333,0.0,0.0,1.0,1.0,ENSG00000271333
ENSG00000271375,0.0,0.0,1.0,1.0,IGKV1ORY-1
ENSG00000271373,0.0,0.0,1.0,1.0,NANOGP3
ENSG00000271368,0.0,0.0,1.0,1.0,LOC100421901
ENSG00000271365,0.0,0.0,1.0,1.0,ENSG00000271365
ENSG00000271364,0.0,0.0,1.0,1.0,LOC100420205
ENSG00000271336,0.0,0.0,1.0,1.0,IGHD1OR15-1A
ENSG00000229433,0.0,0.0,1.0,1.0,LINC02069
ENSG00000229424,0.0,0.0,1.0,1.0,ENSG00000229424
ENSG00000229422,0.0,0.0,1.0,1.0,ENSG00000229422
ENSG00000229421,0.0,0.0,1.0,1.0,H3P10
ENSG00000229418,0.0,0.0,1.0,1.0,ENSG00000229418
ENSG00000229416,0.0,0.0,1.0,1.0,USP9YP8
ENSG00000229483,0.0,0.0,1.0,1.0,LINC00362
ENSG00000229478,0.0,0.0,1.0,1.0,ROBO2P1
ENSG00000229477,0.0,0.0,1.0,1.0,ENSG00000229477
ENSG00000229466,0.0,0.0,1.0,1.0,LINC02627
ENSG00000229465,0.0,0.0,1.0,1.0,ACTG1P11
ENSG00000229463,0.0,0.0,1.0,1.0,ENSG00000229463
ENSG00000229520,0.0,0.0,1.0,1.0,LINC00404
ENSG00000229437,0.0,0.0,1.0,1.0,LINC00366
ENSG00000229436,0.0,0.0,1.0,1.0,ENSG00000229436
ENSG00000229454,0.0,0.0,1.0,1.0,ENSG00000229454
ENSG00000229453,0.0,0.0,1.0,1.0,SPINK8
ENSG00000229443,0.0,0.0,1.0,1.0,LINC00560
ENSG00000229442,0.0,0.0,1.0,1.0,THEMIS3P
ENSG00000229440,0.0,0.0,1.0,1.0,ENSG00000229440
ENSG00000229375,0.0,0.0,1.0,1.0,USP24P1
ENSG00000229373,0.0,0.0,1.0,1.0,LINC00452
ENSG00000229369,0.0,0.0,1.0,1.0,DENRP4
ENSG00000229406,0.0,0.0,1.0,1.0,OFD1P4Y
ENSG00000229405,0.0,0.0,1.0,1.0,LOC100130731
ENSG00000229403,0.0,0.0,1.0,1.0,ENSG00000229403
ENSG00000229485,0.0,0.0,1.0,1.0,KSR1P1
ENSG00000271340,0.0,0.0,1.0,1.0,ENSG00000271340
ENSG00000271339,0.0,0.0,1.0,1.0,LOC100422685
ENSG00000271338,0.0,0.0,1.0,1.0,ENSG00000271338
ENSG00000271337,0.0,0.0,1.0,1.0,NDE1P2
ENSG00000229398,0.0,0.0,1.0,1.0,LOC100419859
ENSG00000229395,0.0,0.0,1.0,1.0,ENSG00000229395
ENSG00000229393,0.0,0.0,1.0,1.0,ENSG00000229393
ENSG00000229391,0.0,0.0,1.0,1.0,HLA-DRB6
ENSG00000229435,0.0,0.0,1.0,1.0,PIP5K1P2
ENSG00000229434,0.0,0.0,1.0,1.0,NRAL
ENSG00000229382,0.0,0.0,1.0,1.0,ENSG00000229382
ENSG00000271361,0.0,0.0,1.0,1.0,HTATSF1P2
ENSG00000271358,0.0,0.0,1.0,1.0,ENSG00000271358
ENSG00000271357,0.0,0.0,1.0,1.0,ENSG00000271357
ENSG00000271356,0.0,0.0,1.0,1.0,USP21P2
ENSG00000271355,0.0,0.0,1.0,1.0,ENSG00000271355
ENSG00000271395,0.0,0.0,1.0,1.0,LINC02336
ENSG00000229459,0.0,0.0,1.0,1.0,ENSG00000229459
ENSG00000229458,0.0,0.0,1.0,1.0,ENSG00000229458
ENSG00000229457,0.0,0.0,1.0,1.0,LINC01789
ENSG00000260760,0.0,0.0,1.0,1.0,ENSG00000260760
ENSG00000271390,0.0,0.0,1.0,1.0,ENSG00000271390
ENSG00000271386,0.0,0.0,1.0,1.0,SRGNP1
ENSG00000271385,0.0,0.0,1.0,1.0,ENSG00000271385
ENSG00000271381,0.0,0.0,1.0,1.0,REXO1L9P
ENSG00000229380,0.0,0.0,1.0,1.0,PRKAR1B-AS2
ENSG00000229379,0.0,0.0,1.0,1.0,ENSG00000229379
ENSG00000271377,0.0,0.0,1.0,1.0,IFITM3P8
ENSG00000271417,0.0,0.0,1.0,1.0,ENSG00000271417
ENSG00000271415,0.0,0.0,1.0,1.0,RPL23AP90
ENSG00000271414,0.0,0.0,1.0,1.0,ENSG00000271414
ENSG00000271413,0.0,0.0,1.0,1.0,EI24P6
ENSG00000271410,0.0,0.0,1.0,1.0,LOC100419851
ENSG00000271409,0.0,0.0,1.0,1.0,ENSG00000271409
ENSG00000271408,0.0,0.0,1.0,1.0,NAPGP1
ENSG00000229402,0.0,0.0,1.0,1.0,ENSG00000229402
ENSG00000229326,0.0,0.0,1.0,1.0,RPL17P15
ENSG00000229322,0.0,0.0,1.0,1.0,LOC100420321
ENSG00000229365,0.0,0.0,1.0,1.0,ENSG00000229365
ENSG00000229361,0.0,0.0,1.0,1.0,UBTFL7
ENSG00000254202,0.0,0.0,1.0,1.0,ENSG00000254202
ENSG00000254201,0.0,0.0,1.0,1.0,ENSG00000254201
ENSG00000254199,0.0,0.0,1.0,1.0,ENSG00000254199
ENSG00000254195,0.0,0.0,1.0,1.0,TPM3P3
ENSG00000254193,0.0,0.0,1.0,1.0,ENSG00000254193
ENSG00000254229,0.0,0.0,1.0,1.0,FAM90A12
ENSG00000254228,0.0,0.0,1.0,1.0,IGHV3-42
ENSG00000254181,0.0,0.0,1.0,1.0,SLC25A51P3
ENSG00000260726,0.0,0.0,1.0,1.0,KLF8P1
ENSG00000260725,0.0,0.0,1.0,1.0,ENSG00000260725
ENSG00000260764,0.0,0.0,1.0,1.0,ENSG00000260764
ENSG00000260761,0.0,0.0,1.0,1.0,ENSG00000260761
ENSG00000271379,0.0,0.0,1.0,1.0,LOC101929308
ENSG00000154007,0.0,0.0,1.0,1.0,ASB17
ENSG00000271435,0.0,0.0,1.0,1.0,TEKT4P3
ENSG00000271433,0.0,0.0,1.0,1.0,PPATP2
ENSG00000271429,0.0,0.0,1.0,1.0,RPL17P51
ENSG00000271428,0.0,0.0,1.0,1.0,MPHOSPH6P1
ENSG00000271424,0.0,0.0,1.0,1.0,GLRX5P3
ENSG00000271404,0.0,0.0,1.0,1.0,MZT1P2
ENSG00000271402,0.0,0.0,1.0,1.0,IGKV2OR2-2
ENSG00000271400,0.0,0.0,1.0,1.0,CCDC121P1
ENSG00000271397,0.0,0.0,1.0,1.0,LIN28AP3
ENSG00000229343,0.0,0.0,1.0,1.0,CDY22P
ENSG00000229389,0.0,0.0,1.0,1.0,ENSG00000229389
ENSG00000229385,0.0,0.0,1.0,1.0,CTNNA2-AS1
ENSG00000229332,0.0,0.0,1.0,1.0,PGBD4P8
ENSG00000229330,0.0,0.0,1.0,1.0,ENSG00000229330
ENSG00000271419,0.0,0.0,1.0,1.0,LOC100421116
ENSG00000100121,0.0,0.0,1.0,1.0,GGTLC2
ENSG00000229338,0.0,0.0,1.0,1.0,NME2P3
ENSG00000229335,0.0,0.0,1.0,1.0,DANT1
ENSG00000229283,0.0,0.0,1.0,1.0,ENSG00000229283
ENSG00000229281,0.0,0.0,1.0,1.0,GPR53P
ENSG00000229280,0.0,0.0,1.0,1.0,EEF1DP6
ENSG00000229275,0.0,0.0,1.0,1.0,ENSG00000229275
ENSG00000229313,0.0,0.0,1.0,1.0,ENSG00000229313
ENSG00000229311,0.0,0.0,1.0,1.0,LOC101927827
ENSG00000229310,0.0,0.0,1.0,1.0,RPP40P1
ENSG00000229360,0.0,0.0,1.0,1.0,PPP1R2P5
ENSG00000229356,0.0,0.0,1.0,1.0,LRRC3-DT
ENSG00000229351,0.0,0.0,1.0,1.0,KRTAP9-11P
ENSG00000229347,0.0,0.0,1.0,1.0,LOC392440
ENSG00000229345,0.0,0.0,1.0,1.0,ENSG00000229345
ENSG00000254203,0.0,0.0,1.0,1.0,IGHVII-33-1
ENSG00000229308,0.0,0.0,1.0,1.0,ENSG00000229308
ENSG00000229307,0.0,0.0,1.0,1.0,LINC00459
ENSG00000229306,0.0,0.0,1.0,1.0,ENSG00000229306
ENSG00000229302,0.0,0.0,1.0,1.0,TAF9P2
ENSG00000229301,0.0,0.0,1.0,1.0,LINC03075
ENSG00000229299,0.0,0.0,1.0,1.0,ZBTB46-AS2
ENSG00000154016,0.0,0.0,1.0,1.0,GRAP
ENSG00000229274,0.0,0.0,1.0,1.0,LINC02829
ENSG00000229271,0.0,0.0,1.0,1.0,ENSG00000229271
ENSG00000229266,0.0,0.0,1.0,1.0,POM121L8P
ENSG00000229263,0.0,0.0,1.0,1.0,ENSG00000229263
ENSG00000229262,0.0,0.0,1.0,1.0,ENSG00000229262
ENSG00000229259,0.0,0.0,1.0,1.0,LRRC37A12P
ENSG00000271423,0.0,0.0,1.0,1.0,CYCSP1
ENSG00000271421,0.0,0.0,1.0,1.0,ENSG00000271421
ENSG00000271466,0.0,0.0,1.0,1.0,CICP24
ENSG00000271464,0.0,0.0,1.0,1.0,DPRXP7
ENSG00000271462,0.0,0.0,1.0,1.0,ENSG00000271462
ENSG00000271459,0.0,0.0,1.0,1.0,LOC100422549
ENSG00000271457,0.0,0.0,1.0,1.0,ENSG00000271457
ENSG00000254211,0.0,0.0,1.0,1.0,LINC01485
ENSG00000254247,0.0,0.0,1.0,1.0,ENSG00000254247
ENSG00000254240,0.0,0.0,1.0,1.0,IGLVI-20
ENSG00000254237,0.0,0.0,1.0,1.0,LOC105379230
ENSG00000254236,0.0,0.0,1.0,1.0,ENSG00000254236
ENSG00000254176,0.0,0.0,1.0,1.0,IGHV3-75
ENSG00000254175,0.0,0.0,1.0,1.0,IGLVI-42
ENSG00000254174,0.0,0.0,1.0,1.0,IGHV1-12
ENSG00000254173,0.0,0.0,1.0,1.0,ENSG00000254173
ENSG00000254209,0.0,0.0,1.0,1.0,LINC02855
ENSG00000254204,0.0,0.0,1.0,1.0,ENSG00000254204
ENSG00000229238,0.0,0.0,1.0,1.0,PPP1R12BP1
ENSG00000229196,0.0,0.0,1.0,1.0,LINC03008
ENSG00000229192,0.0,0.0,1.0,1.0,LOC105375268
ENSG00000229234,0.0,0.0,1.0,1.0,RBMY1KP
ENSG00000229233,0.0,0.0,1.0,1.0,ENSG00000229233
ENSG00000229231,0.0,0.0,1.0,1.0,FEM1AP1
ENSG00000229229,0.0,0.0,1.0,1.0,ENSG00000229229
ENSG00000229226,0.0,0.0,1.0,1.0,BTF3L4P4
ENSG00000229255,0.0,0.0,1.0,1.0,LOC105373277
ENSG00000229297,0.0,0.0,1.0,1.0,ENSG00000229297
ENSG00000229294,0.0,0.0,1.0,1.0,DNAJC6-AS1
ENSG00000229292,0.0,0.0,1.0,1.0,RFPL4AL1
ENSG00000229289,0.0,0.0,1.0,1.0,ENSG00000229289
ENSG00000229288,0.0,0.0,1.0,1.0,ENSG00000229288
ENSG00000229286,0.0,0.0,1.0,1.0,ENSG00000229286
ENSG00000229247,0.0,0.0,1.0,1.0,ENSG00000229247
ENSG00000154133,0.0,0.0,1.0,1.0,ROBO4
ENSG00000229250,0.0,0.0,1.0,1.0,USP9YP31
ENSG00000229249,0.0,0.0,1.0,1.0,LINC00446
ENSG00000229248,0.0,0.0,1.0,1.0,WBP2P1
ENSG00000271455,0.0,0.0,1.0,1.0,ENSG00000271455
ENSG00000271454,0.0,0.0,1.0,1.0,ENSG00000271454
ENSG00000271449,0.0,0.0,1.0,1.0,CT45A2
ENSG00000271443,0.0,0.0,1.0,1.0,ENSG00000271443
ENSG00000271440,0.0,0.0,1.0,1.0,COX8CP1
ENSG00000271439,0.0,0.0,1.0,1.0,ENSG00000271439
ENSG00000271496,0.0,0.0,1.0,1.0,SNRPGP20
ENSG00000271495,0.0,0.0,1.0,1.0,ENSG00000271495
ENSG00000271456,0.0,0.0,1.0,1.0,ENSG00000271456
ENSG00000229242,0.0,0.0,1.0,1.0,ENSG00000229242
ENSG00000229240,0.0,0.0,1.0,1.0,LINC00710
ENSG00000229239,0.0,0.0,1.0,1.0,EEF1A1P48
ENSG00000271492,0.0,0.0,1.0,1.0,MEMO1P5
ENSG00000271491,0.0,0.0,1.0,1.0,LOC100131557
ENSG00000271488,0.0,0.0,1.0,1.0,RBM11P1
ENSG00000271486,0.0,0.0,1.0,1.0,NIPA2P3
ENSG00000229203,0.0,0.0,1.0,1.0,ENSG00000229203
ENSG00000229201,0.0,0.0,1.0,1.0,LINC02787
ENSG00000271480,0.0,0.0,1.0,1.0,MTND3P19
ENSG00000271477,0.0,0.0,1.0,1.0,ENSG00000271477
ENSG00000271475,0.0,0.0,1.0,1.0,LOC100421842
ENSG00000271474,0.0,0.0,1.0,1.0,UNC5C-AS1
ENSG00000271468,0.0,0.0,1.0,1.0,LOC100422334
ENSG00000271527,0.0,0.0,1.0,1.0,LOC100420658
ENSG00000271526,0.0,0.0,1.0,1.0,ENSG00000271526
ENSG00000271523,0.0,0.0,1.0,1.0,TVP23BP3
ENSG00000229225,0.0,0.0,1.0,1.0,ENSG00000229225
ENSG00000229224,0.0,0.0,1.0,1.0,ENSG00000229224
ENSG00000254216,0.0,0.0,1.0,1.0,ENSG00000254216
ENSG00000254215,0.0,0.0,1.0,1.0,IGHVIII-11-1
ENSG00000271511,0.0,0.0,1.0,1.0,TOMM6P2
ENSG00000154198,0.0,0.0,1.0,1.0,CYP4Z2P
ENSG00000229213,0.0,0.0,1.0,1.0,ENSG00000229213
ENSG00000229209,0.0,0.0,1.0,1.0,ENSG00000229209
ENSG00000229208,0.0,0.0,1.0,1.0,RBMY2NP
ENSG00000229206,0.0,0.0,1.0,1.0,ENSG00000229206
ENSG00000229205,0.0,0.0,1.0,1.0,LINC00200
ENSG00000229156,0.0,0.0,1.0,1.0,ENSG00000229156
ENSG00000229154,0.0,0.0,1.0,1.0,KCNQ5-AS1
ENSG00000229151,0.0,0.0,1.0,1.0,ENSG00000229151
ENSG00000229150,0.0,0.0,1.0,1.0,CRYGEP
ENSG00000229147,0.0,0.0,1.0,1.0,SMPD4P2
ENSG00000229146,0.0,0.0,1.0,1.0,SNX18P4
ENSG00000229188,0.0,0.0,1.0,1.0,ENSG00000229188
ENSG00000229177,0.0,0.0,1.0,1.0,ENSG00000229177
ENSG00000229173,0.0,0.0,1.0,1.0,SRMP3
ENSG00000271502,0.0,0.0,1.0,1.0,ENSG00000271502
ENSG00000271498,0.0,0.0,1.0,1.0,ENSG00000271498
ENSG00000271547,0.0,0.0,1.0,1.0,ADISSPP1
ENSG00000271546,0.0,0.0,1.0,1.0,ENSG00000271546
ENSG00000254265,0.0,0.0,1.0,1.0,ENSG00000254265
ENSG00000254264,0.0,0.0,1.0,1.0,IGKV3OR22-2
ENSG00000254262,0.0,0.0,1.0,1.0,ENSG00000254262
ENSG00000254261,0.0,0.0,1.0,1.0,ENSG00000254261
ENSG00000260681,0.0,0.0,1.0,1.0,ENSG00000260681
ENSG00000260680,0.0,0.0,1.0,1.0,AGGF1P5
ENSG00000254227,0.0,0.0,1.0,1.0,ENSG00000254227
ENSG00000254225,0.0,0.0,1.0,1.0,BTF3P1
ENSG00000254223,0.0,0.0,1.0,1.0,ENSG00000254223
ENSG00000254220,0.0,0.0,1.0,1.0,IGKV2D-18
ENSG00000229104,0.0,0.0,1.0,1.0,YY1P2
ENSG00000271544,0.0,0.0,1.0,1.0,ENSG00000271544
ENSG00000271536,0.0,0.0,1.0,1.0,ENSG00000271536
ENSG00000229118,0.0,0.0,1.0,1.0,ENSG00000229118
ENSG00000229165,0.0,0.0,1.0,1.0,GDI2P1
ENSG00000229163,0.0,0.0,1.0,1.0,NAP1L1P2
ENSG00000229162,0.0,0.0,1.0,1.0,RUNX3-AS1
ENSG00000229159,0.0,0.0,1.0,1.0,TSPY23P
ENSG00000099985,0.0,0.0,1.0,1.0,OSM
ENSG00000271582,0.0,0.0,1.0,1.0,EIF2AP1
ENSG00000271581,0.0,0.0,1.0,1.0,ENSG00000271581
ENSG00000271580,0.0,0.0,1.0,1.0,GYG2P2
ENSG00000271579,0.0,0.0,1.0,1.0,ENSG00000271579
ENSG00000271573,0.0,0.0,1.0,1.0,ENSG00000271573
ENSG00000229186,0.0,0.0,1.0,1.0,ADAM1A
ENSG00000229183,0.0,0.0,1.0,1.0,PGA4
ENSG00000229092,0.0,0.0,1.0,1.0,IGHV3-47
ENSG00000271530,0.0,0.0,1.0,1.0,WBP1LP12
ENSG00000229063,0.0,0.0,1.0,1.0,TRBV23OR9-2
ENSG00000229060,0.0,0.0,1.0,1.0,ENSG00000229060
ENSG00000229047,0.0,0.0,1.0,1.0,ENSG00000229047
ENSG00000229042,0.0,0.0,1.0,1.0,LOC101927159
ENSG00000229143,0.0,0.0,1.0,1.0,ENSG00000229143
ENSG00000229142,0.0,0.0,1.0,1.0,HCG4P8
ENSG00000229138,0.0,0.0,1.0,1.0,CDY6P
ENSG00000271508,0.0,0.0,1.0,1.0,ENSG00000271508
ENSG00000271507,0.0,0.0,1.0,1.0,ENSG00000271507
ENSG00000229079,0.0,0.0,1.0,1.0,LOC100419693
ENSG00000229068,0.0,0.0,1.0,1.0,TMPOP1
ENSG00000229066,0.0,0.0,1.0,1.0,ENSG00000229066
ENSG00000229108,0.0,0.0,1.0,1.0,LINC02587
ENSG00000229107,0.0,0.0,1.0,1.0,ABHD17AP4
ENSG00000260715,0.0,0.0,1.0,1.0,ENSG00000260715
ENSG00000254260,0.0,0.0,1.0,1.0,ENSG00000254260
ENSG00000254256,0.0,0.0,1.0,1.0,RPSAP71
ENSG00000254255,0.0,0.0,1.0,1.0,ENSG00000254255
ENSG00000254254,0.0,0.0,1.0,1.0,PENK-AS1
ENSG00000254249,0.0,0.0,1.0,1.0,ENSG00000254249
ENSG00000254287,0.0,0.0,1.0,1.0,ENSG00000254287
ENSG00000260702,0.0,0.0,1.0,1.0,ENSG00000260702
ENSG00000260701,0.0,0.0,1.0,1.0,ENSG00000260701
ENSG00000260741,0.0,0.0,1.0,1.0,ENSG00000260741
ENSG00000260739,0.0,0.0,1.0,1.0,ENSG00000260739
ENSG00000260738,0.0,0.0,1.0,1.0,LINC00554
ENSG00000260734,0.0,0.0,1.0,1.0,TLE7
ENSG00000229102,0.0,0.0,1.0,1.0,PIK3CA-DT
ENSG00000229101,0.0,0.0,1.0,1.0,ELOCP20
ENSG00000229093,0.0,0.0,1.0,1.0,OR51AB1P
ENSG00000228995,0.0,0.0,1.0,1.0,MTND1P9
ENSG00000229030,0.0,0.0,1.0,1.0,ENSG00000229030
ENSG00000229029,0.0,0.0,1.0,1.0,CDCA4P1
ENSG00000229028,0.0,0.0,1.0,1.0,KRT223P
ENSG00000229027,0.0,0.0,1.0,1.0,HSFY1P1
ENSG00000229035,0.0,0.0,1.0,1.0,SPRR2C
ENSG00000229090,0.0,0.0,1.0,1.0,ENSG00000229090
ENSG00000229088,0.0,0.0,1.0,1.0,MTND1P10
ENSG00000229080,0.0,0.0,1.0,1.0,MTCO3P30
ENSG00000271568,0.0,0.0,1.0,1.0,EIF2AP2
ENSG00000271565,0.0,0.0,1.0,1.0,ENSG00000271565
ENSG00000271560,0.0,0.0,1.0,1.0,ENSG00000271560
ENSG00000271559,0.0,0.0,1.0,1.0,ENSG00000271559
ENSG00000271558,0.0,0.0,1.0,1.0,ENSG00000271558
ENSG00000271600,0.0,0.0,1.0,1.0,ENSG00000271600
ENSG00000260719,0.0,0.0,1.0,1.0,ENSG00000260719
ENSG00000271569,0.0,0.0,1.0,1.0,IGKV1OR2-6
ENSG00000271587,0.0,0.0,1.0,1.0,ENSG00000271587
ENSG00000271586,0.0,0.0,1.0,1.0,ENSG00000271586
ENSG00000271584,0.0,0.0,1.0,1.0,LINC02550
ENSG00000271624,0.0,0.0,1.0,1.0,LOC100419058
ENSG00000271623,0.0,0.0,1.0,1.0,ENSG00000271623
ENSG00000271621,0.0,0.0,1.0,1.0,ENSG00000271621
ENSG00000271597,0.0,0.0,1.0,1.0,LOC100421347
ENSG00000271596,0.0,0.0,1.0,1.0,ENSG00000271596
ENSG00000271595,0.0,0.0,1.0,1.0,ELOCP35
ENSG00000271593,0.0,0.0,1.0,1.0,ENSG00000271593
ENSG00000271589,0.0,0.0,1.0,1.0,ENSG00000271589
ENSG00000271588,0.0,0.0,1.0,1.0,LARP7P1
ENSG00000154451,0.0,0.0,1.0,1.0,GBP5
ENSG00000154438,0.0,0.0,1.0,1.0,ASZ1
ENSG00000228997,0.0,0.0,1.0,1.0,ORMDL1P1
ENSG00000254268,0.0,0.0,1.0,1.0,RFPL4AP7
ENSG00000254305,0.0,0.0,1.0,1.0,MRPL9P1
ENSG00000254303,0.0,0.0,1.0,1.0,ENSG00000254303
ENSG00000254300,0.0,0.0,1.0,1.0,LINC01111
ENSG00000254299,0.0,0.0,1.0,1.0,LINC01944
ENSG00000260679,0.0,0.0,1.0,1.0,ENSG00000260679
ENSG00000260678,0.0,0.0,1.0,1.0,ENSG00000260678
ENSG00000260724,0.0,0.0,1.0,1.0,VN1R69P
ENSG00000260723,0.0,0.0,1.0,1.0,ENSG00000260723
ENSG00000260722,0.0,0.0,1.0,1.0,VN1R67P
ENSG00000260721,0.0,0.0,1.0,1.0,ENSG00000260721
ENSG00000260720,0.0,0.0,1.0,1.0,LINC01243
ENSG00000229025,0.0,0.0,1.0,1.0,ENSG00000229025
ENSG00000229020,0.0,0.0,1.0,1.0,AKR7A2P1
ENSG00000229019,0.0,0.0,1.0,1.0,ENSG00000229019
ENSG00000229015,0.0,0.0,1.0,1.0,ENSG00000229015
ENSG00000228945,0.0,0.0,1.0,1.0,CLUHP2
ENSG00000228944,0.0,0.0,1.0,1.0,LOC107986777
ENSG00000228943,0.0,0.0,1.0,1.0,ENSG00000228943
ENSG00000228937,0.0,0.0,1.0,1.0,MTA3P1
ENSG00000228935,0.0,0.0,1.0,1.0,ENSG00000228935
ENSG00000271618,0.0,0.0,1.0,1.0,ENSG00000271618
ENSG00000271616,0.0,0.0,1.0,1.0,CMC2P1
ENSG00000229010,0.0,0.0,1.0,1.0,ENSG00000229010
ENSG00000229009,0.0,0.0,1.0,1.0,TMPRSS11GP
ENSG00000229002,0.0,0.0,1.0,1.0,ENSG00000229002
ENSG00000228999,0.0,0.0,1.0,1.0,LINC01830
ENSG00000228998,0.0,0.0,1.0,1.0,PERPP2
ENSG00000228959,0.0,0.0,1.0,1.0,ENSG00000228959
ENSG00000228958,0.0,0.0,1.0,1.0,PIGPP3
ENSG00000228953,0.0,0.0,1.0,1.0,ENSG00000228953
ENSG00000254269,0.0,0.0,1.0,1.0,ENSG00000254269
ENSG00000228963,0.0,0.0,1.0,1.0,OR7E93P
ENSG00000228962,0.0,0.0,1.0,1.0,ENSG00000228962
ENSG00000228961,0.0,0.0,1.0,1.0,LINC01690
ENSG00000271608,0.0,0.0,1.0,1.0,ENSG00000271608
ENSG00000271606,0.0,0.0,1.0,1.0,ENSG00000271606
ENSG00000271652,0.0,0.0,1.0,1.0,ENSG00000271652
ENSG00000271650,0.0,0.0,1.0,1.0,ENSG00000271650
ENSG00000271649,0.0,0.0,1.0,1.0,ENSG00000271649
ENSG00000271647,0.0,0.0,1.0,1.0,KRT8P47
ENSG00000271644,0.0,0.0,1.0,1.0,ENSG00000271644
ENSG00000271642,0.0,0.0,1.0,1.0,MARK3P1
ENSG00000228985,0.0,0.0,1.0,1.0,TRDD3
ENSG00000228984,0.0,0.0,1.0,1.0,LOC100130861
ENSG00000228973,0.0,0.0,1.0,1.0,LOC124908064
ENSG00000228968,0.0,0.0,1.0,1.0,ENSG00000228968
ENSG00000229013,0.0,0.0,1.0,1.0,ENSG00000229013
ENSG00000271666,0.0,0.0,1.0,1.0,ENSG00000271666
ENSG00000271664,0.0,0.0,1.0,1.0,ENSG00000271664
ENSG00000271638,0.0,0.0,1.0,1.0,BNIP3P19
ENSG00000271635,0.0,0.0,1.0,1.0,DBF4P2
ENSG00000228902,0.0,0.0,1.0,1.0,ST6GALNAC2P1
ENSG00000228898,0.0,0.0,1.0,1.0,MTCO1P43
ENSG00000228897,0.0,0.0,1.0,1.0,ENSG00000228897
ENSG00000228890,0.0,0.0,1.0,1.0,ENSG00000228890
ENSG00000228877,0.0,0.0,1.0,1.0,LOC100506532
ENSG00000228876,0.0,0.0,1.0,1.0,ENSG00000228876
ENSG00000228873,0.0,0.0,1.0,1.0,ENSG00000228873
ENSG00000228868,0.0,0.0,1.0,1.0,MYLKP1
ENSG00000154529,0.0,0.0,1.0,1.0,CNTNAP3B
ENSG00000228927,0.0,0.0,1.0,1.0,TSPY3
ENSG00000228966,0.0,0.0,1.0,1.0,HOMER2P1
ENSG00000228965,0.0,0.0,1.0,1.0,RPSAP60
ENSG00000254279,0.0,0.0,1.0,1.0,IGHVII-1-1
ENSG00000254277,0.0,0.0,1.0,1.0,ENSG00000254277
ENSG00000254274,0.0,0.0,1.0,1.0,CRIPTOP5
ENSG00000228922,0.0,0.0,1.0,1.0,CT55P2
ENSG00000228917,0.0,0.0,1.0,1.0,NECTIN4-AS1
ENSG00000228914,0.0,0.0,1.0,1.0,OR1H1P
ENSG00000228909,0.0,0.0,1.0,1.0,LINC01803
ENSG00000271615,0.0,0.0,1.0,1.0,ACTG1P22
ENSG00000271612,0.0,0.0,1.0,1.0,HSPE1P14
ENSG00000271611,0.0,0.0,1.0,1.0,ENSG00000271611
ENSG00000271609,0.0,0.0,1.0,1.0,ENSG00000271609
ENSG00000271627,0.0,0.0,1.0,1.0,NKAIN1P2
ENSG00000271676,0.0,0.0,1.0,1.0,LOC339966
ENSG00000271672,0.0,0.0,1.0,1.0,DUXAP8
ENSG00000271671,0.0,0.0,1.0,1.0,ENSG00000271671
ENSG00000271667,0.0,0.0,1.0,1.0,ENSG00000271667
ENSG00000228830,0.0,0.0,1.0,1.0,ENSG00000228830
ENSG00000228829,0.0,0.0,1.0,1.0,ENSG00000228829
ENSG00000228827,0.0,0.0,1.0,1.0,ENSG00000228827
ENSG00000228825,0.0,0.0,1.0,1.0,LAMTOR3P1
ENSG00000228823,0.0,0.0,1.0,1.0,PDE4DIPP10
ENSG00000228860,0.0,0.0,1.0,1.0,ENSG00000228860
ENSG00000254320,0.0,0.0,1.0,1.0,ENSG00000254320
ENSG00000254319,0.0,0.0,1.0,1.0,LINC03021
ENSG00000254317,0.0,0.0,1.0,1.0,ENSG00000254317
ENSG00000254316,0.0,0.0,1.0,1.0,TAGLN2P2
ENSG00000254314,0.0,0.0,1.0,1.0,ST18-AS2
ENSG00000254313,0.0,0.0,1.0,1.0,ENSG00000254313
ENSG00000254312,0.0,0.0,1.0,1.0,MRPL57P7
ENSG00000254286,0.0,0.0,1.0,1.0,ENSG00000254286
ENSG00000254283,0.0,0.0,1.0,1.0,ENSG00000254283
ENSG00000254281,0.0,0.0,1.0,1.0,ENSG00000254281
ENSG00000228848,0.0,0.0,1.0,1.0,RPS20P13
ENSG00000271632,0.0,0.0,1.0,1.0,LOC100421684
ENSG00000271629,0.0,0.0,1.0,1.0,ENSG00000271629
ENSG00000228814,0.0,0.0,1.0,1.0,ENSG00000228814
ENSG00000228810,0.0,0.0,1.0,1.0,PABPC1P11
ENSG00000228808,0.0,0.0,1.0,1.0,HMGB3P4
ENSG00000228807,0.0,0.0,1.0,1.0,MRPS18CP6
ENSG00000228806,0.0,0.0,1.0,1.0,ENSG00000228806
ENSG00000271661,0.0,0.0,1.0,1.0,BNIP3P36
ENSG00000271660,0.0,0.0,1.0,1.0,ENSG00000271660
ENSG00000271659,0.0,0.0,1.0,1.0,ENSG00000271659
ENSG00000228843,0.0,0.0,1.0,1.0,ENSG00000228843
ENSG00000228842,0.0,0.0,1.0,1.0,PCDH9-AS2
ENSG00000228838,0.0,0.0,1.0,1.0,ENSG00000228838
