entrez,lfc,padj,SYM,dir
100131094,-0.004344038563055541,0.987716365393619,DPP9-AS1,ns
100131187,-0.2945486657493417,0.1694326685464742,TSTD1,ns
100131211,-0.02612269141265955,0.8924924973363898,NEMP2,ns
100131755,-0.19161781146619283,0.36045716836888403,ARMCX4,ns
100131801,0.39365305845701126,0.08883467990792566,PET100,ns
100131827,-0.14410194682325805,0.38023530648049125,ZNF717,ns
100132074,-0.522468213985162,0.00509208505413348,FOXO6,ns
100132247,-0.20522503507977063,0.6978638138186042,NPIPB5,ns
100132285,0.1522815324327258,0.8459947807535781,KIR2DS2,ns
100132406,-0.4829076273018291,0.21115641741981567,NBPF10,ns
100132911,-0.020984333752884332,0.9315309483358627,DPH3P1,ns
100133941,-0.9467206517818454,0.03812960795479303,CD24,down
100134934,-0.15391665841176216,0.4252442739386597,TEN1,ns
100134938,-0.1680486281301441,0.7093719021359742,UPK3BL1,ns
100137047,-0.2760964736639755,0.0696329959032973,JMJD7,ns
100137049,-0.8161187389466402,0.2126418454105388,PLA2G4B,ns
10014,-0.591817664182587,0.02845197704955267,HDAC5,down
100142659,0.20805821212533537,0.4185032164802549,CTAGE8,ns
100144748,0.10189261544040207,0.5837226933358607,KLLN,ns
10015,-0.027071194655716724,0.88090954934144,PDCD6IP,ns
10016,-0.05947159414267311,0.6153165519144492,PDCD6,ns
100170229,0.11927560005788784,0.5758142661144801,SRRM5,ns
100170841,0.6956167451862987,0.005626029063759847,EPOP,up
10018,0.45088523286944593,0.05868878762107866,BCL2L11,ns
100188893,0.02412792729986002,0.8746747517819727,TOMM6,ns
10019,-0.7163751896854116,0.03197630954452716,SH2B3,down
100191040,-0.48179818541129027,0.003414200183656903,C2CD4D,ns
1002,-0.23549212170378375,0.17109156249076624,CDH4,ns
10020,0.3572957615431438,0.02040773690706939,GNE,ns
10023,-0.4909347798699937,0.2166232040546842,FRAT1,ns
10024,2.399287128158492,3.835933954599993e-05,TROAP,up
10025,0.2611796498869161,0.18084621138776905,MED16,ns
10026,0.37655673832964,0.20019267710265193,PIGK,ns
100271849,0.7541051972814374,0.07547259009552827,MEF2B,ns
